Origin_airport,Destination_airport,Origin_city,Destination_city,Distance,Origin_population,Destination_population
SNA,DFW,"Santa Ana, CA","Dallas, TX",1205,11601863,8787062
MKE,DFW,"Milwaukee, WI","Dallas, TX",853,1460359,8787062
SAN,DFW,"San Diego, CA","Dallas, TX",1171,2641561,8787062
BNA,AFW,"Nashville, TN","Dallas, TX",644,1161336,8787062
STL,DAL,"St. Louis, MO","Dallas, TX",546,2634959,8787062
LEX,DFW,"Lexington, KY","Dallas, TX",785,371075,8787062
BNA,DAL,"Nashville, TN","Dallas, TX",623,1161336,8787062
CVG,DFW,"Cincinnati, OH","Dallas, TX",812,1935662,8787062
PIT,DFW,"Pittsburgh, PA","Dallas, TX",1068,2460192,8787062
DSM,DFW,"Des Moines, IA","Dallas, TX",624,447657,8787062
HSV,DFW,"Huntsville, AL","Dallas, TX",603,327906,8787062
BHM,DFW,"Birmingham, AL","Dallas, TX",597,1011111,8787062
PIT,DAL,"Pittsburgh, PA","Dallas, TX",1060,2460192,8787062
MDT,DFW,"Harrisburg, PA","Dallas, TX",1232,494344,8787062
GSO,DFW,"Greensboro, NC","Dallas, TX",999,577452,8787062
ESF,DFW,"Alexandria, LA","Dallas, TX",297,144877,8787062
FMN,DFW,"Farmington, NM","Dallas, TX",688,99931,8787062
FSM,DFW,"Fort Smith, AR","Dallas, TX",227,249759,8787062
CLT,DFW,"Charlotte, NC","Dallas, TX",937,1135592,8787062
CLE,DFW,"Cleveland, OH","Dallas, TX",1021,2130938,8787062
BWI,DFW,"Baltimore, MD","Dallas, TX",1217,2462087,8787062
CRS,DFW,"Corsicana, TX","Dallas, TX",71,40878,8787062
CLT,DAL,"Charlotte, NC","Dallas, TX",927,1135592,8787062
LFT,DFW,"Lafayette, LA","Dallas, TX",351,224906,8787062
LAS,DFW,"Las Vegas, NV","Dallas, TX",1055,991401,8787062
TYS,DFW,"Knoxville, TN","Dallas, TX",772,586095,8787062
SJC,DFW,"San Jose, CA","Dallas, TX",1438,1609027,8787062
JFK,DFW,"New York, NY","Dallas, TX",1391,34261384,8787062
RIC,DFW,"Richmond, VA","Dallas, TX",1158,1014070,8787062
LGA,DFW,"New York, NY","Dallas, TX",1389,34261384,8787062
SAV,DAL,"Savannah, GA","Dallas, TX",914,278793,8787062
SAV,DFW,"Savannah, GA","Dallas, TX",925,278793,8787062
LGA,DAL,"New York, NY","Dallas, TX",1381,34261384,8787062
ANC,DFW,"Anchorage, AK","Dallas, TX",3042,301007,8787062
PDX,DFW,"Portland, OR","Dallas, TX",1616,1721558,8787062
MOB,DFW,"Mobile, AL","Dallas, TX",540,395863,8787062
DAY,DFW,"Dayton, OH","Dallas, TX",861,861142,8787062
AFW,DFW,"Dallas, TX","Dallas, TX",17,8787062,8787062
FAT,DFW,"Fresno, CA","Dallas, TX",1313,734615,8787062
DFW,DFW,"Dallas, TX","Dallas, TX",0,8787062,8787062
EWR,DFW,"Newark, NJ","Dallas, TX",1372,17130692,8787062
LAW,DFW,"Lawton, OK","Dallas, TX",140,110526,8787062
DAL,DFW,"Dallas, TX","Dallas, TX",12,8787062,8787062
LRD,DFW,"Laredo, TX","Dallas, TX",396,169715,8787062
MLU,DFW,"Monroe, LA","Dallas, TX",293,167974,8787062
OMA,DFW,"Omaha, NE","Dallas, TX",583,717557,8787062
RNO,DFW,"Reno, NV","Dallas, TX",1345,292936,8787062
ACT,DFW,"Waco, TX","Dallas, TX",89,198780,8787062
MIA,DFW,"Miami, FL","Dallas, TX",1121,8913928,8787062
TUL,DAL,"Tulsa, OK","Dallas, TX",237,798686,8787062
TUL,DFW,"Tulsa, OK","Dallas, TX",237,798686,8787062
BOS,DFW,"Boston, MA","Dallas, TX",1562,8357434,8787062
TPA,DFW,"Tampa, FL","Dallas, TX",929,2175213,8787062
TYR,DFW,"Tyler, TX","Dallas, TX",103,161410,8787062
EKO,DFW,"Elko, NV","Dallas, TX",1170,42918,8787062
BOS,DAL,"Boston, MA","Dallas, TX",1554,8357434,8787062
BOS,AFW,"Boston, MA","Dallas, TX",1572,8357434,8787062
AUS,DFW,"Austin, TX","Dallas, TX",183,1001054,8787062
AUS,DAL,"Austin, TX","Dallas, TX",183,1001054,8787062
TUS,DFW,"Tucson, AZ","Dallas, TX",813,754262,8787062
HOU,DAL,"Houston, TX","Dallas, TX",239,4191632,8787062
HOU,DFW,"Houston, TX","Dallas, TX",247,4191632,8787062
IAH,DAL,"Houston, TX","Dallas, TX",217,4191632,8787062
IAH,DFW,"Houston, TX","Dallas, TX",224,4191632,8787062
ATL,DFW,"Atlanta, GA","Dallas, TX",732,3548667,8787062
ORD,DFW,"Chicago, IL","Dallas, TX",802,17155070,8787062
ABI,DFW,"Abilene, TX","Dallas, TX",158,152888,8787062
MDW,DFW,"Chicago, IL","Dallas, TX",797,17155070,8787062
ELP,DAL,"El Paso, TX","Dallas, TX",562,668890,8787062
ELP,DFW,"El Paso, TX","Dallas, TX",551,668890,8787062
DTW,DFW,"Detroit, MI","Dallas, TX",987,8837982,8787062
DRO,DFW,"Durango, CO","Dallas, TX",674,38478,8787062
YIP,AFW,"Detroit, MI","Dallas, TX",987,8837982,8787062
PBI,DFW,"West Palm Beach, FL","Dallas, TX",1103,4456964,8787062
FLL,DFW,"Fort Lauderdale, FL","Dallas, TX",1119,4456964,8787062
CLL,DFW,"College Station, TX","Dallas, TX",164,161371,8787062
COS,DFW,"Colorado Springs, CO","Dallas, TX",592,482314,8787062
FLL,DAL,"Fort Lauderdale, FL","Dallas, TX",1108,4456964,8787062
SFO,DFW,"San Francisco, CA","Dallas, TX",1464,7704224,8787062
OKC,DFW,"Oklahoma City, OK","Dallas, TX",175,1025243,8787062
SPS,DFW,"Wichita Falls, TX","Dallas, TX",113,144841,8787062
JAX,DFW,"Jacksonville, FL","Dallas, TX",919,1000893,8787062
PHL,DFW,"Philadelphia, PA","Dallas, TX",1302,11004980,8787062
SLC,DFW,"Salt Lake City, UT","Dallas, TX",988,867700,8787062
CRP,DFW,"Corpus Christi, TX","Dallas, TX",354,397932,8787062
OKC,DAL,"Oklahoma City, OK","Dallas, TX",181,1025243,8787062
CRP,DAL,"Corpus Christi, TX","Dallas, TX",352,397932,8787062
LCH,DFW,"Lake Charles, LA","Dallas, TX",295,184569,8787062
SLC,DFW,"Salt Lake City, UT","Dallas, TX",988,882467,8994450
PHL,DFW,"Philadelphia, PA","Dallas, TX",1302,11007158,8994450
OKC,DFW,"Oklahoma City, OK","Dallas, TX",175,1034971,8994450
OKC,DAL,"Oklahoma City, OK","Dallas, TX",181,1034971,8994450
LCH,DFW,"Lake Charles, LA","Dallas, TX",295,186869,8994450
CRP,DFW,"Corpus Christi, TX","Dallas, TX",354,402469,8994450
CRP,DAL,"Corpus Christi, TX","Dallas, TX",352,402469,8994450
SFO,DFW,"San Francisco, CA","Dallas, TX",1464,7772198,8994450
JAX,DFW,"Jacksonville, FL","Dallas, TX",919,1029554,8994450
SFO,AFW,"San Francisco, CA","Dallas, TX",1447,7772198,8994450
SPS,DFW,"Wichita Falls, TX","Dallas, TX",113,147683,8994450
FLL,DFW,"Fort Lauderdale, FL","Dallas, TX",1119,4543436,8994450
PBI,DFW,"West Palm Beach, FL","Dallas, TX",1103,4543436,8994450
COS,DFW,"Colorado Springs, CO","Dallas, TX",592,491129,8994450
CLL,DFW,"College Station, TX","Dallas, TX",164,161311,8994450
FLL,AFW,"Fort Lauderdale, FL","Dallas, TX",1136,4543436,8994450
BHM,DFW,"Birmingham, AL","Dallas, TX",597,1019521,8994450
HSV,DFW,"Huntsville, AL","Dallas, TX",603,330329,8994450
PIT,DFW,"Pittsburgh, PA","Dallas, TX",1068,2447532,8994450
DSM,DFW,"Des Moines, IA","Dallas, TX",624,452854,8994450
GSO,DFW,"Greensboro, NC","Dallas, TX",999,584768,8994450
FSM,DFW,"Fort Smith, AR","Dallas, TX",227,253019,8994450
MGM,DFW,"Montgomery, AL","Dallas, TX",622,329267,8994450
GLH,DAL,"Greenville, MS","Dallas, TX",343,65882,8994450
CVG,DFW,"Cincinnati, OH","Dallas, TX",812,1948312,8994450
GSP,DFW,"Greenville, SC","Dallas, TX",862,509363,8994450
CVG,AFW,"Cincinnati, OH","Dallas, TX",821,1948312,8994450
PIT,DAL,"Pittsburgh, PA","Dallas, TX",1060,2447532,8994450
AEX,DFW,"Alexandria, LA","Dallas, TX",285,144826,8994450
ESF,DFW,"Alexandria, LA","Dallas, TX",297,144826,8994450
EVV,DFW,"Evansville, IN","Dallas, TX",642,334447,8994450
SMF,DFW,"Sacramento, CA","Dallas, TX",1431,1654787,8994450
BNA,DFW,"Nashville, TN","Dallas, TX",631,1185691,8994450
STL,DFW,"St. Louis, MO","Dallas, TX",551,2642938,8994450
ROC,DFW,"Rochester, NY","Dallas, TX",1266,1023991,8994450
SNA,DFW,"Santa Ana, CA","Dallas, TX",1205,11663035,8994450
MKE,DFW,"Milwaukee, WI","Dallas, TX",853,1461595,8994450
LEX,DFW,"Lexington, KY","Dallas, TX",785,375267,8994450
PNS,DFW,"Pensacola, FL","Dallas, TX",604,383139,8994450
SAN,DFW,"San Diego, CA","Dallas, TX",1171,2673685,8994450
SNA,AFW,"Santa Ana, CA","Dallas, TX",1188,11663035,8994450
STL,AFW,"St. Louis, MO","Dallas, TX",557,2642938,8994450
STL,DAL,"St. Louis, MO","Dallas, TX",546,2642938,8994450
SHV,DFW,"Shreveport, LA","Dallas, TX",190,361277,8994450
LIT,DFW,"Little Rock, AR","Dallas, TX",304,570858,8994450
ABQ,DAL,"Albuquerque, NM","Dallas, TX",580,680994,8994450
DCA,DFW,"Washington, DC","Dallas, TX",1192,8857302,8994450
ABQ,DFW,"Albuquerque, NM","Dallas, TX",569,680994,8994450
MCI,DFW,"Kansas City, MO","Dallas, TX",460,1753337,8994450
LIT,DAL,"Little Rock, AR","Dallas, TX",296,570858,8994450
BFL,DFW,"Bakersfield, CA","Dallas, TX",1271,618020,8994450
IAD,DFW,"Washington, DC","Dallas, TX",1172,8857302,8994450
GFK,DFW,"Grand Forks, ND","Dallas, TX",1039,103522,8994450
BTR,DFW,"Baton Rouge, LA","Dallas, TX",383,663438,8994450
SJT,DFW,"San Angelo, TX","Dallas, TX",228,103493,8994450
MSP,DFW,"Minneapolis, MN","Dallas, TX",852,2760875,8994450
LAX,DFW,"Los Angeles, CA","Dallas, TX",1235,23326070,8994450
SAT,DFW,"San Antonio, TX","Dallas, TX",247,1584226,8994450
SAT,DAL,"San Antonio, TX","Dallas, TX",248,1584226,8994450
MSY,DAL,"New Orleans, LA","Dallas, TX",437,1287349,8994450
MSY,DFW,"New Orleans, LA","Dallas, TX",448,1287349,8994450
SGF,DFW,"Springfield, MO","Dallas, TX",364,336806,8994450
FYV,DFW,"Fayetteville, AR","Dallas, TX",270,298677,8994450
IND,DFW,"Indianapolis, IN","Dallas, TX",762,1406510,8994450
IND,DAL,"Indianapolis, IN","Dallas, TX",756,1406510,8994450
ICT,DFW,"Wichita, KS","Dallas, TX",328,552884,8994450
AMA,DAL,"Amarillo, TX","Dallas, TX",324,213496,8994450
BPT,DFW,"Beaumont, TX","Dallas, TX",270,373869,8994450
SEA,DFW,"Seattle, WA","Dallas, TX",1660,5621538,8994450
CMH,DFW,"Columbus, OH","Dallas, TX",927,1509212,8994450
AMA,DFW,"Amarillo, TX","Dallas, TX",313,213496,8994450
PHX,DFW,"Phoenix, AZ","Dallas, TX",868,2753549,8994450
GTR,DFW,"Columbus, MS","Dallas, TX",491,60998,8994450
RDU,DFW,"Raleigh, NC","Dallas, TX",1062,674409,8994450
PHX,DAL,"Phoenix, AZ","Dallas, TX",879,2753549,8994450
MAF,DAL,"Midland, TX","Dallas, TX",319,115019,8994450
ILE,DFW,"Killeen, TX","Dallas, TX",130,311709,8994450
MCO,DFW,"Orlando, FL","Dallas, TX",984,1422502,8994450
LBB,DFW,"Lubbock, TX","Dallas, TX",282,238253,8994450
MEM,DFW,"Memphis, TN","Dallas, TX",432,1137519,8994450
MAF,DFW,"Midland, TX","Dallas, TX",309,115019,8994450
OAK,DFW,"Oakland, CA","Dallas, TX",1456,3886099,8994450
LBB,DAL,"Lubbock, TX","Dallas, TX",293,238253,8994450
JAN,DFW,"Jackson, MS","Dallas, TX",408,475127,8994450
JAC,DFW,"Jackson, WY","Dallas, TX",1046,18704,8994450
MCO,DAL,"Orlando, FL","Dallas, TX",972,1422502,8994450
MEM,ADS,"Memphis, TN","Dallas, TX",419,1137519,8994450
HNL,DFW,"Honolulu, HI","Dallas, TX",3784,871609,8994450
GGG,DFW,"Longview, TX","Dallas, TX",140,191576,8994450
MEI,DFW,"Meridian, MS","Dallas, TX",485,105106,8994450
BDL,DFW,"Hartford, CT","Dallas, TX",1471,1107497,8994450
BDL,AFW,"Hartford, CT","Dallas, TX",1481,1107497,8994450
ELP,DFW,"El Paso, TX","Dallas, TX",551,674005,8994450
DTW,DFW,"Detroit, MI","Dallas, TX",987,8912962,8994450
ELP,DAL,"El Paso, TX","Dallas, TX",562,674005,8994450
YIP,DFW,"Detroit, MI","Dallas, TX",980,8912962,8994450
YIP,AFW,"Detroit, MI","Dallas, TX",987,8912962,8994450
DRO,DFW,"Durango, CO","Dallas, TX",674,39431,8994450
IAH,DFW,"Houston, TX","Dallas, TX",224,4268132,8994450
HOU,DAL,"Houston, TX","Dallas, TX",239,4268132,8994450
HOU,DFW,"Houston, TX","Dallas, TX",247,4268132,8994450
IAH,DAL,"Houston, TX","Dallas, TX",217,4268132,8994450
ATL,DFW,"Atlanta, GA","Dallas, TX",732,3652439,8994450
ORD,DFW,"Chicago, IL","Dallas, TX",802,17287860,8994450
BUF,DFW,"Buffalo, NY","Dallas, TX",1212,1173001,8994450
ABI,DFW,"Abilene, TX","Dallas, TX",158,152535,8994450
ATL,AFW,"Atlanta, GA","Dallas, TX",747,3652439,8994450
ORD,DAL,"Chicago, IL","Dallas, TX",798,17287860,8994450
PDX,DFW,"Portland, OR","Dallas, TX",1616,1763420,8994450
JFK,DFW,"New York, NY","Dallas, TX",1391,34380072,8994450
LGA,DFW,"New York, NY","Dallas, TX",1389,34380072,8994450
SJC,DFW,"San Jose, CA","Dallas, TX",1438,1637714,8994450
RIC,DFW,"Richmond, VA","Dallas, TX",1158,1024022,8994450
CLT,DFW,"Charlotte, NC","Dallas, TX",937,1164160,8994450
CLE,DFW,"Cleveland, OH","Dallas, TX",1021,2130821,8994450
BWI,DFW,"Baltimore, MD","Dallas, TX",1217,2468142,8994450
LAS,DFW,"Las Vegas, NV","Dallas, TX",1055,1044023,8994450
LAS,DAL,"Las Vegas, NV","Dallas, TX",1067,1044023,8994450
LFT,DFW,"Lafayette, LA","Dallas, TX",351,227560,8994450
TYS,DFW,"Knoxville, TN","Dallas, TX",772,593737,8994450
EWR,DFW,"Newark, NJ","Dallas, TX",1372,17190036,8994450
TUS,DFW,"Tucson, AZ","Dallas, TX",813,766853,8994450
TUS,AFW,"Tucson, AZ","Dallas, TX",797,766853,8994450
LAW,DFW,"Lawton, OK","Dallas, TX",140,109848,8994450
AFW,DFW,"Dallas, TX","Dallas, TX",17,8994450,8994450
MLU,DFW,"Monroe, LA","Dallas, TX",293,168278,8994450
DAY,DFW,"Dayton, OH","Dallas, TX",861,860650,8994450
DAL,DFW,"Dallas, TX","Dallas, TX",12,8994450,8994450
MOB,DFW,"Mobile, AL","Dallas, TX",540,396444,8994450
CPR,DFW,"Casper, WY","Dallas, TX",860,63618,8994450
LRD,DFW,"Laredo, TX","Dallas, TX",396,174365,8994450
FAT,DFW,"Fresno, CA","Dallas, TX",1313,743479,8994450
TUL,DFW,"Tulsa, OK","Dallas, TX",237,807864,8994450
BOS,DFW,"Boston, MA","Dallas, TX",1562,8407438,8994450
TUL,DAL,"Tulsa, OK","Dallas, TX",237,807864,8994450
TPA,DFW,"Tampa, FL","Dallas, TX",929,2195269,8994450
RNO,DFW,"Reno, NV","Dallas, TX",1345,301240,8994450
ALB,DFW,"Albany, NY","Dallas, TX",1435,825245,8994450
MIA,DFW,"Miami, FL","Dallas, TX",1121,9086872,8994450
ACT,DFW,"Waco, TX","Dallas, TX",89,201104,8994450
EKO,DFW,"Elko, NV","Dallas, TX",1170,45034,8994450
AUS,DAL,"Austin, TX","Dallas, TX",183,1036319,8994450
AUS,DFW,"Austin, TX","Dallas, TX",183,1036319,8994450
BOS,DAL,"Boston, MA","Dallas, TX",1554,8407438,8994450
TYR,DFW,"Tyler, TX","Dallas, TX",103,163625,8994450
OMA,DFW,"Omaha, NE","Dallas, TX",583,728169,8994450
AUS,DFW,"Austin, TX","Dallas, TX",183,1067953,9231044
TUL,DFW,"Tulsa, OK","Dallas, TX",237,819477,9231044
RNO,DFW,"Reno, NV","Dallas, TX",1345,309197,9231044
AUS,DAL,"Austin, TX","Dallas, TX",183,1067953,9231044
TPA,DFW,"Tampa, FL","Dallas, TX",929,2225002,9231044
OMA,DFW,"Omaha, NE","Dallas, TX",583,736106,9231044
MIA,DFW,"Miami, FL","Dallas, TX",1121,9247394,9231044
TUL,DAL,"Tulsa, OK","Dallas, TX",237,819477,9231044
BOS,DFW,"Boston, MA","Dallas, TX",1562,8460622,9231044
EKO,DFW,"Elko, NV","Dallas, TX",1170,47413,9231044
TYR,DFW,"Tyler, TX","Dallas, TX",103,165693,9231044
ACT,DFW,"Waco, TX","Dallas, TX",89,202385,9231044
AUS,AFW,"Austin, TX","Dallas, TX",187,1067953,9231044
EWR,DFW,"Newark, NJ","Dallas, TX",1372,17264316,9231044
TUS,DFW,"Tucson, AZ","Dallas, TX",813,778684,9231044
DAY,DFW,"Dayton, OH","Dallas, TX",861,858608,9231044
LAW,DFW,"Lawton, OK","Dallas, TX",140,108700,9231044
MOB,DFW,"Mobile, AL","Dallas, TX",540,398229,9231044
FAT,DFW,"Fresno, CA","Dallas, TX",1313,750640,9231044
MLU,DFW,"Monroe, LA","Dallas, TX",293,168785,9231044
AFW,DFW,"Dallas, TX","Dallas, TX",17,9231044,9231044
DAL,DFW,"Dallas, TX","Dallas, TX",12,9231044,9231044
LRD,DFW,"Laredo, TX","Dallas, TX",396,180370,9231044
FTW,DFW,"Dallas, TX","Dallas, TX",19,9231044,9231044
FYV,DFW,"Fayetteville, AR","Dallas, TX",270,306650,9231044
IND,DFW,"Indianapolis, IN","Dallas, TX",762,1422397,9231044
SHV,DFW,"Shreveport, LA","Dallas, TX",190,362245,9231044
LIT,DFW,"Little Rock, AR","Dallas, TX",304,575523,9231044
DCA,DFW,"Washington, DC","Dallas, TX",1192,8966798,9231044
LIT,DAL,"Little Rock, AR","Dallas, TX",296,575523,9231044
ABQ,DAL,"Albuquerque, NM","Dallas, TX",580,687931,9231044
MCI,DFW,"Kansas City, MO","Dallas, TX",460,1776103,9231044
ABQ,DFW,"Albuquerque, NM","Dallas, TX",569,687931,9231044
IAD,DFW,"Washington, DC","Dallas, TX",1172,8966798,9231044
BFL,DFW,"Bakersfield, CA","Dallas, TX",1271,624577,9231044
SJT,DFW,"San Angelo, TX","Dallas, TX",228,103982,9231044
LIT,AFW,"Little Rock, AR","Dallas, TX",316,575523,9231044
DCA,DAL,"Washington, DC","Dallas, TX",1184,8966798,9231044
BTR,DFW,"Baton Rouge, LA","Dallas, TX",383,668542,9231044
MSP,DFW,"Minneapolis, MN","Dallas, TX",852,2795024,9231044
SAT,DFW,"San Antonio, TX","Dallas, TX",247,1620844,9231044
LAX,DFW,"Los Angeles, CA","Dallas, TX",1235,23583460,9231044
SAT,DAL,"San Antonio, TX","Dallas, TX",248,1620844,9231044
SGF,DFW,"Springfield, MO","Dallas, TX",364,341523,9231044
MSY,DAL,"New Orleans, LA","Dallas, TX",437,1286268,9231044
MSY,DFW,"New Orleans, LA","Dallas, TX",448,1286268,9231044
FLL,DFW,"Fort Lauderdale, FL","Dallas, TX",1119,4623697,9231044
CLL,DFW,"College Station, TX","Dallas, TX",164,163017,9231044
PBI,DFW,"West Palm Beach, FL","Dallas, TX",1103,4623697,9231044
COS,DFW,"Colorado Springs, CO","Dallas, TX",592,499768,9231044
OKC,DFW,"Oklahoma City, OK","Dallas, TX",175,1045454,9231044
OKC,DAL,"Oklahoma City, OK","Dallas, TX",181,1045454,9231044
CRP,DFW,"Corpus Christi, TX","Dallas, TX",354,407144,9231044
CRP,DAL,"Corpus Christi, TX","Dallas, TX",352,407144,9231044
GJT,DFW,"Grand Junction, CO","Dallas, TX",772,110723,9231044
SFO,DFW,"San Francisco, CA","Dallas, TX",1464,7885792,9231044
JAX,DFW,"Jacksonville, FL","Dallas, TX",919,1050238,9231044
SPS,DFW,"Wichita Falls, TX","Dallas, TX",113,147351,9231044
PHL,DFW,"Philadelphia, PA","Dallas, TX",1302,11003856,9231044
SLC,DFW,"Salt Lake City, UT","Dallas, TX",988,898848,9231044
LCH,DFW,"Lake Charles, LA","Dallas, TX",295,188158,9231044
OKC,AFW,"Oklahoma City, OK","Dallas, TX",167,1045454,9231044
STL,DFW,"St. Louis, MO","Dallas, TX",551,2651494,9231044
MKE,DFW,"Milwaukee, WI","Dallas, TX",853,1459541,9231044
ROC,DFW,"Rochester, NY","Dallas, TX",1266,1022437,9231044
SNA,DFW,"Santa Ana, CA","Dallas, TX",1205,11791730,9231044
LEX,DFW,"Lexington, KY","Dallas, TX",785,378399,9231044
BNA,DFW,"Nashville, TN","Dallas, TX",631,1209809,9231044
BNA,DAL,"Nashville, TN","Dallas, TX",623,1209809,9231044
PNS,DFW,"Pensacola, FL","Dallas, TX",604,393816,9231044
STL,DAL,"St. Louis, MO","Dallas, TX",546,2651494,9231044
SAN,DFW,"San Diego, CA","Dallas, TX",1171,2722060,9231044
SAN,FTW,"San Diego, CA","Dallas, TX",1152,2722060,9231044
CVG,DFW,"Cincinnati, OH","Dallas, TX",812,1964172,9231044
GSO,DFW,"Greensboro, NC","Dallas, TX",999,591489,9231044
AEX,DFW,"Alexandria, LA","Dallas, TX",285,144975,9231044
DSM,DFW,"Des Moines, IA","Dallas, TX",624,457026,9231044
HSV,DFW,"Huntsville, AL","Dallas, TX",603,333517,9231044
BHM,DFW,"Birmingham, AL","Dallas, TX",597,1027178,9231044
BHM,DAL,"Birmingham, AL","Dallas, TX",587,1027178,9231044
MDT,DFW,"Harrisburg, PA","Dallas, TX",1232,497440,9231044
FSM,DFW,"Fort Smith, AR","Dallas, TX",227,255357,9231044
PIT,DFW,"Pittsburgh, PA","Dallas, TX",1068,2432761,9231044
SMF,DFW,"Sacramento, CA","Dallas, TX",1431,1679321,9231044
PVD,DFW,"Providence, RI","Dallas, TX",1529,1501497,9231044
LAS,DFW,"Las Vegas, NV","Dallas, TX",1055,1105005,9231044
LFT,DFW,"Lafayette, LA","Dallas, TX",351,230984,9231044
FCA,DFW,"Kalispell, MT","Dallas, TX",1390,71747,9231044
RIC,DFW,"Richmond, VA","Dallas, TX",1158,1035353,9231044
JFK,DFW,"New York, NY","Dallas, TX",1391,34528632,9231044
LGA,DFW,"New York, NY","Dallas, TX",1389,34528632,9231044
ANC,DFW,"Anchorage, AK","Dallas, TX",3042,305279,9231044
PDX,DFW,"Portland, OR","Dallas, TX",1616,1800340,9231044
SJC,DFW,"San Jose, CA","Dallas, TX",1438,1668299,9231044
BWI,DFW,"Baltimore, MD","Dallas, TX",1217,2474658,9231044
CLE,DFW,"Cleveland, OH","Dallas, TX",1021,2126219,9231044
CLT,DFW,"Charlotte, NC","Dallas, TX",937,1194105,9231044
CLT,AFW,"Charlotte, NC","Dallas, TX",951,1194105,9231044
HNL,DFW,"Honolulu, HI","Dallas, TX",3784,873115,9231044
BDL,DFW,"Hartford, CT","Dallas, TX",1471,1107010,9231044
MEI,DFW,"Meridian, MS","Dallas, TX",485,105078,9231044
GGG,DFW,"Longview, TX","Dallas, TX",140,193363,9231044
PHX,DFW,"Phoenix, AZ","Dallas, TX",868,2841395,9231044
AMA,DAL,"Amarillo, TX","Dallas, TX",324,214961,9231044
AMA,DFW,"Amarillo, TX","Dallas, TX",313,214961,9231044
PHX,DAL,"Phoenix, AZ","Dallas, TX",879,2841395,9231044
RDU,DAL,"Raleigh, NC","Dallas, TX",1052,697449,9231044
RDU,DFW,"Raleigh, NC","Dallas, TX",1062,697449,9231044
ICT,DFW,"Wichita, KS","Dallas, TX",328,560887,9231044
GTR,DFW,"Columbus, MS","Dallas, TX",491,61254,9231044
SEA,DFW,"Seattle, WA","Dallas, TX",1660,5727624,9231044
BPT,DFW,"Beaumont, TX","Dallas, TX",270,374588,9231044
CMH,DFW,"Columbus, OH","Dallas, TX",927,1525094,9231044
BIL,DFW,"Billings, MT","Dallas, TX",1080,135406,9231044
ROW,DFW,"Roswell, NM","Dallas, TX",435,62567,9231044
OAK,DFW,"Oakland, CA","Dallas, TX",1456,3942896,9231044
MEM,DFW,"Memphis, TN","Dallas, TX",432,1145788,9231044
JAN,DFW,"Jackson, MS","Dallas, TX",408,479379,9231044
ILE,DFW,"Killeen, TX","Dallas, TX",130,312673,9231044
LBB,DFW,"Lubbock, TX","Dallas, TX",282,237401,9231044
MCO,DFW,"Orlando, FL","Dallas, TX",984,1464182,9231044
MAF,DFW,"Midland, TX","Dallas, TX",309,117529,9231044
JAC,DFW,"Jackson, WY","Dallas, TX",1046,19190,9231044
MAF,DAL,"Midland, TX","Dallas, TX",319,117529,9231044
LBB,DAL,"Lubbock, TX","Dallas, TX",293,237401,9231044
MCO,DAL,"Orlando, FL","Dallas, TX",972,1464182,9231044
ATL,DFW,"Atlanta, GA","Dallas, TX",732,3756986,9231044
ORD,DFW,"Chicago, IL","Dallas, TX",802,17405264,9231044
ABI,DFW,"Abilene, TX","Dallas, TX",158,153013,9231044
ORD,DAL,"Chicago, IL","Dallas, TX",798,17405264,9231044
ATL,AFW,"Atlanta, GA","Dallas, TX",747,3756986,9231044
MDW,DFW,"Chicago, IL","Dallas, TX",797,17405264,9231044
DTW,DFW,"Detroit, MI","Dallas, TX",987,8934802,9231044
ELP,DAL,"El Paso, TX","Dallas, TX",562,685388,9231044
ELP,DFW,"El Paso, TX","Dallas, TX",551,685388,9231044
DRO,DFW,"Durango, CO","Dallas, TX",674,40079,9231044
YIP,AFW,"Detroit, MI","Dallas, TX",987,8934802,9231044
DTW,AFW,"Detroit, MI","Dallas, TX",994,8934802,9231044
IAH,DFW,"Houston, TX","Dallas, TX",224,4351339,9231044
HOU,DFW,"Houston, TX","Dallas, TX",247,4351339,9231044
IAH,DAL,"Houston, TX","Dallas, TX",217,4351339,9231044
HOU,DAL,"Houston, TX","Dallas, TX",239,4351339,9231044
HOU,FTW,"Houston, TX","Dallas, TX",251,4351339,9231044
IAH,DFW,"Houston, TX","Dallas, TX",224,4445918,9475022
IAH,DAL,"Houston, TX","Dallas, TX",217,4445918,9475022
HOU,DAL,"Houston, TX","Dallas, TX",239,4445918,9475022
HOU,DFW,"Houston, TX","Dallas, TX",247,4445918,9475022
ATL,DFW,"Atlanta, GA","Dallas, TX",732,3872031,9475022
ABI,DFW,"Abilene, TX","Dallas, TX",158,153457,9475022
MDW,DFW,"Chicago, IL","Dallas, TX",797,17529224,9475022
ORD,DFW,"Chicago, IL","Dallas, TX",802,17529224,9475022
ATL,AFW,"Atlanta, GA","Dallas, TX",747,3872031,9475022
ORD,AFW,"Chicago, IL","Dallas, TX",806,17529224,9475022
MDW,AFW,"Chicago, IL","Dallas, TX",802,17529224,9475022
MDW,DAL,"Chicago, IL","Dallas, TX",793,17529224,9475022
PWK,AFW,"Chicago, IL","Dallas, TX",813,17529224,9475022
